reward/reward_mean;reward/reward_max;reward/reward_min;reward/reward_std;loss/bellman_error;misc/q;misc/q_est;misc/epsilon;misc/timestep
-125.38443757603177;-7.609446466282209;-476.0569746719624;105.27739597667586;1.6661503085408893;6.711713483142534;7.518943412998425;0.480799999999892;4000
9.721092221669828;113.7477453712051;-75.29080484252708;56.786367392326;1.580407027900219;8.103867189586163;8.518988494947553;0.46159999999978396;8000
18.32444926535516;114.26569586797773;-75.43582603288425;64.46561748095347;1.6406584304049612;14.050701549232006;14.275943626001478;0.44239999999967594;12000
3.629791032043015;109.3345361669208;-75.8339091103467;38.509691862002754;1.6217713496647774;30.81848521387577;31.12557100725174;0.4231999999995679;16000
15.094635994955542;124.78457742684492;-56.6255017644348;54.18416941383749;1.825583040650934;34.379685675501825;34.62259744405746;0.4039999999994599;20000
15.714491025984692;93.32293003300173;-41.9725022934371;39.665432336372575;1.7916256580352783;38.65900466942787;38.742764873743056;0.3847999999993519;24000
44.1699681960716;224.81763715417003;-19.019886636903422;65.24970610709403;1.9366554764695465;42.09118163824081;42.23018258690834;0.36559999999924386;28000
40.41741126111923;168.53570389983568;-28.652258851049965;65.96545642447975;1.7308539682552218;44.86340475296974;45.08608964824676;0.34639999999913584;32000
42.04711471470072;165.05336235877462;-117.02158480038132;90.81821009404295;1.618541864052415;45.15391373205185;45.29367032432556;0.3271999999990278;36000
58.777737920469235;171.4750873719147;-18.739732061686468;60.4101287687705;1.762200712326914;42.69338551831245;42.78298295402527;0.3079999999989198;40000
23.786810227631683;155.8553910851456;-52.374582452631344;46.68205259998716;1.6748303704075516;42.5428890285492;42.603869537830356;0.2887999999988118;44000
104.18473110888806;230.3501735515839;-137.3210724270897;129.06779333295702;1.7920822012089193;43.751629711151125;43.77348301005363;0.26959999999870377;48000
124.8258453691355;153.52638709183285;85.20770922275469;25.437803561821852;1.6711513226777315;42.21689962148666;42.30617450737953;0.25039999999859575;52000
125.25536902011706;237.11299121913936;43.73791431878189;66.35479790346972;1.589190439047292;40.800054065227506;40.84023847770691;0.23119999999859644;56000
200.05496480006042;267.34165780706996;25.163476764402887;77.4277770656194;1.527825673295185;39.17919340205192;39.18450589752197;0.21199999999859945;60000
45.45709581249769;169.3956649175526;-216.90957077455215;146.20050385167357;1.4892341472767294;38.94377555596829;38.93566696763039;0.19279999999860245;64000
203.38086812209298;291.2005849168497;113.18896793606524;69.15000649362383;1.434003412745893;38.458313770532605;38.47153270483017;0.17359999999860545;68000
192.48904105243756;277.5159681993491;120.64522166519706;62.675493899612896;1.3967002420462669;36.9727856259346;36.99545543777943;0.15439999999860846;72000
216.96012761402622;298.7080306122753;76.20348140344686;74.75174956826959;1.2922881426494568;35.807911826848986;35.77410511040688;0.13519999999861146;76000
238.65429376057403;290.06520010385145;66.9313982365775;67.53200782306271;1.2958645227979868;34.29962666392326;34.25568086767197;0.11599999999861446;80000
218.37641766978618;294.73276804418833;37.9281329234674;86.52819025037651;1.226667471313849;35.00414375281334;34.97268184947968;0.09679999999861746;84000
246.62838938206067;313.6644331832851;32.17110878810311;71.65848988770233;1.3070670336131007;36.16621444904804;36.13469877529144;0.07759999999862047;88000
219.7524833464632;291.71117951722806;-15.98659722688177;92.70576996219093;1.135338209522888;35.415036289453504;35.373882442235946;0.05839999999862347;92000
210.43022508481562;294.01216445166494;23.237825650918758;88.81839400325192;1.0566220857379958;33.78495747756958;33.74996902418137;0.03919999999862647;96000
200.78585665242903;307.91570483561287;-9.353393977243499;90.41628085069716;1.0158845294481142;33.60156823372841;33.560772929668424;0.019999999998629475;100000
237.73493352097512;301.49527688866965;61.160329380041524;60.77740796269592;0.8897266643922775;34.29941058588028;34.23458583283424;0.01;104000
260.35080817137276;302.2631700010155;183.71494548378942;31.147259843157407;0.7226931656338275;34.398017218589786;34.30987363433838;0.01;108000
228.289874681234;289.31437631579854;24.762126525739113;66.30168111242217;0.7134747807681561;34.06609943985939;33.95996526622772;0.01;112000
242.68704575781027;287.5227514922182;129.6332184635311;40.29543570324646;0.6842745189666748;35.66860389351845;35.57581796312332;0.01;116000
192.71154375742415;301.3532633356174;-246.20000087733325;143.41877328400628;0.6193822014667094;35.04072950196266;34.948341400384905;0.01;120000
249.44548607312495;302.76453826120814;64.00024686148141;61.262108172747645;0.6395103012677282;33.92466987514496;33.80138526320457;0.01;124000
211.12670768681133;289.8616583023247;33.05530495115763;98.37607313947116;0.6120700348215178;32.903179597616194;32.78974124264717;0.01;128000
191.36356401534331;285.8442464772006;8.06884102859405;96.1459925200896;0.5589660550802946;31.937852499485015;31.78943872976303;0.01;132000
269.6935796869329;299.5001964259061;242.2371244065613;15.260732939738446;0.5700463465992361;32.856452960014344;32.69615514969826;0.01;136000
221.18666397904576;287.2606577040145;87.62437027273477;67.11697419715877;0.536996007297188;32.351002435922624;32.18751267957688;0.01;140000
227.7228000617876;303.55333833584206;58.26306743458018;73.1015642535758;0.5488453344516456;32.79678926944732;32.61907828330994;0.01;144000
171.5287507549176;288.1112598537672;25.151711679651648;114.37510534171287;0.5025427494086325;32.4423563952446;32.279210348129276;0.01;148000
151.00866168038525;296.3276455342992;-43.0394959982236;129.09748783960674;0.5388689713636413;33.55600312209129;33.3609503235817;0.01;152000
260.5266267868699;312.54925848496896;71.83424048661539;62.682871653018466;0.5440934211770072;34.023790987253186;33.82232198739052;0.01;156000
176.78293196150713;297.86877361736003;-15.02622519941454;112.26915212165198;0.5519115899186582;35.343026631355286;35.15900877356529;0.01;160000
81.3531665683885;301.4944202416416;-371.1074611454184;241.95906268701646;0.539359190845862;35.93970911979675;35.76065739059448;0.01;164000
166.41347633590595;287.1836565242035;-34.05535680252436;115.93720601875349;0.5922918204581366;36.685733248233795;36.473484911680224;0.01;168000
89.02023782443266;309.92223494444715;-19.072254530303027;106.59637765708639;0.6085263620200567;38.3033484826088;38.10572731304169;0.01;172000
63.55146043697372;306.11857937755815;-55.36250635215071;109.95368768503171;0.6550430435105227;40.153249519348144;39.986949827671054;0.01;176000
219.46715301310627;320.4195622887768;10.731126054001408;108.81186154809136;0.6401604829849675;40.846307260990145;40.666386023521426;0.01;180000
272.06505021837296;305.9162382550046;242.61238999008825;17.638396059915973;0.7150700563397259;39.9925693898201;39.81804328656197;0.01;184000
210.3628687558019;280.71924079728933;-6.040434015219989;94.78393574974812;0.6773015903769992;38.864137375354765;38.68626148891449;0.01;188000
189.06737292848905;296.2856566161483;2.534664008175099;120.69994501895872;0.6890033869827166;39.22031560754776;39.026583496809;0.01;192000
194.37863841247494;306.4254302069902;-10.49874866018095;117.00165073773799;0.6640246220342815;40.391037760257724;40.218737108945845;0.01;196000
174.18571630986222;309.6296276011168;12.174685118065838;112.62791948460186;0.6554867412587628;41.52462887382507;41.335607161521914;0.01;200000
