reward/reward_mean;reward/reward_max;reward/reward_min;reward/reward_std;loss/bellman_error;misc/q;misc/q_est;misc/epsilon;misc/timestep
153.33333333333334;206.0;115.0;38.50829636440554;0.17231674110889436;17.59600351905823;17.083979724884035;0.14960000000010504;28000
142.66666666666666;194.0;85.0;44.723844000960185;0.16788851034641267;17.811727083206176;17.30519474029541;0.1487000000001069;28500
242.0;242.0;242.0;0.0;0.1688043446391821;18.088907831192017;17.580655500411986;0.1478000000001088;29000
268.6666666666667;483.0;130.0;153.72341685276479;0.1721519278883934;18.278006954193117;17.766403406143187;0.14690000000011066;29500
133.0;170.0;67.0;39.32556420447137;0.17020746555924415;18.801298831939697;18.292473070144652;0.14600000000011254;30000
156.66666666666666;243.0;74.0;69.04265992043536;0.16862818796932696;18.947761991500855;18.44171176147461;0.14510000000011442;30500
134.25;183.0;86.0;35.01696017646306;0.16481560383737087;19.578864082336427;19.07896422767639;0.1442000000001163;31000
238.0;382.0;94.0;144.0;0.16174110089242458;19.655355985641478;19.161417711257936;0.14330000000011817;31500
150.75;211.0;93.0;42.073596233267246;0.16358947883546351;19.969764041900635;19.47492951965332;0.14240000000012004;32000
94.8;252.0;28.0;81.76894275946094;0.16163516116142274;20.48073229980469;19.98706853866577;0.14150000000012192;32500
154.66666666666666;277.0;85.0;86.78069421760169;0.15959124889969825;20.332411350250243;19.84416752433777;0.1406000000001238;33000
133.25;266.0;57.0;79.12134667711364;0.16040856483578683;20.82647007751465;20.33530883216858;0.13970000000012567;33500
161.66666666666666;211.0;118.0;38.177945931591914;0.16091964384913446;21.156033823013306;20.663501935958863;0.13880000000012754;34000
169.66666666666666;385.0;19.0;156.25904418269326;0.15791566072404384;21.35287311935425;20.868269248962402;0.13790000000012942;34500
121.0;165.0;72.0;34.978564864785405;0.15830599543452262;21.733219539642334;21.245794942855834;0.1370000000001313;35000
174.0;174.0;174.0;0.0;0.15291217598319054;22.1230216255188;21.644293788909913;0.13610000000013317;35500
161.8;500.0;18.0;173.13047103268678;0.15343216203153134;22.50737025642395;22.02947844696045;0.13520000000013505;36000
90.8;167.0;18.0;48.569125995842256;0.1539460267573595;22.964351823806762;22.483334783554078;0.13430000000013692;36500
120.4;252.0;43.0;70.38920371761567;0.15157264639437198;22.94102223587036;22.467544202804564;0.1334000000001388;37000
114.75;172.0;36.0;50.05684268908697;0.15034724199771882;23.358796028137206;22.8859416885376;0.13250000000014067;37500
142.0;146.0;138.0;4.0;0.14726864543557167;23.5890785446167;23.12100479698181;0.13160000000014255;38000
147.0;376.0;67.0;115.66330446602328;0.1488105553686619;23.915365253448485;23.44759832572937;0.13070000000014442;38500
97.4;155.0;40.0;42.739209164419506;0.14889219100773335;24.068395709991456;23.596889068603517;0.1298000000001463;39000
85.0;131.0;46.0;25.271855228033154;0.14652260898053646;24.51269006729126;24.04827042388916;0.12890000000014817;39500
138.33333333333334;149.0;133.0;7.542472332656507;0.1424562119245529;24.70334217453003;24.245496532440185;0.12800000000015005;40000
150.0;189.0;121.0;29.068883707497267;0.14222705452144146;24.838715522766112;24.381448490142823;0.12710000000015192;40500
62.0;133.0;16.0;43.88621651498338;0.14070040257275104;25.219985321044923;24.76501691055298;0.1262000000001538;41000
118.83333333333333;268.0;26.0;82.48114262598992;0.1406573616117239;25.66107878112793;25.206511432647705;0.12530000000015568;41500
77.0;144.0;21.0;45.24378410345447;0.1399409632831812;25.929725440979006;25.475633266448973;0.12440000000015755;42000
129.25;191.0;16.0;67.7435421276449;0.13696102957427503;25.839936614990233;25.393419845581054;0.12350000000015943;42500
244.0;337.0;151.0;93.0;0.13713934603333472;26.506129222869873;26.05817738342285;0.1226000000001613;43000
105.4;182.0;18.0;58.434921066088556;0.1354630558490753;26.896196712493897;26.45415915298462;0.12170000000016318;43500
132.66666666666666;176.0;46.0;61.28258770283412;0.13519362819194794;27.237895793914795;26.793003437042238;0.12080000000016505;44000
254.5;265.0;244.0;10.5;0.13334332002699376;27.25873002243042;26.817232997894287;0.11990000000016693;44500
197.5;364.0;31.0;166.5;0.1327477895915508;27.689910945892333;27.2503604888916;0.1190000000001688;45000
157.0;229.0;73.0;71.15124735378853;0.1342374912649393;27.99354264831543;27.550882972717286;0.11810000000017068;45500
68.83333333333333;169.0;17.0;52.06539691153382;0.13058569207787513;27.983848960876465;27.548997421264648;0.11720000000017256;46000
160.0;244.0;54.0;70.32780389006896;0.13113370053470136;28.54546422958374;28.10744637298584;0.11630000000017443;46500
72.75;169.0;25.0;56.57903763762689;0.1297049915343523;28.810916301727296;28.375249912261964;0.1154000000001763;47000
163.0;353.0;23.0;126.87789405566282;0.12983589316904545;29.302058628082275;28.866749687194826;0.11450000000017818;47500
122.0;304.0;24.0;109.89085494252923;0.12726189303398133;29.507970615386963;29.076779277801514;0.11360000000018006;48000
183.0;311.0;55.0;128.0;0.1290782055258751;29.964504123687743;29.530320598602295;0.11270000000018193;48500
195.66666666666666;280.0;49.0;104.09717682157486;0.1247472270578146;30.233480800628662;29.805583862304687;0.11180000000018381;49000
117.25;202.0;16.0;71.38408436059119;0.12518711222708226;30.716205558776856;30.287037479400635;0.11090000000018568;49500
135.5;190.0;51.0;51.480578862324386;0.12439615820348263;31.092385322570802;30.663589378356935;0.11000000000018756;50000
211.66666666666666;295.0;127.0;68.5921926234239;0.12450120148062706;31.35410260772705;30.925657066345217;0.10910000000018943;50500
129.66666666666666;212.0;33.0;73.77593705869747;0.12314431601762772;31.697846313476564;31.27058987426758;0.10820000000019131;51000
118.2;252.0;60.0;74.27893375648307;0.12303259935975075;32.36024716567993;31.930755615234375;0.10730000000019319;51500
69.42857142857143;126.0;14.0;38.71823912339411;0.12369267445802688;32.7146972618103;32.283285522460936;0.10640000000019506;52000
61.57142857142857;111.0;22.0;31.94127264150857;0.12338657146692276;32.815062538146975;32.385987384796145;0.10550000000019694;52500
51.63636363636363;112.0;13.0;31.340571228978543;0.12146403764188289;33.25990032577515;32.832256412506105;0.10460000000019881;53000
78.5;173.0;14.0;54.52140252536918;0.12120701801776886;33.79132762527466;33.36499703979492;0.10370000000020069;53500
104.0;254.0;16.0;81.96584654598523;0.11854611700773239;34.098612911224365;33.67482194519043;0.10280000000020256;54000
107.6;177.0;33.0;57.95377468293157;0.11832865713536739;34.20130809783936;33.77933135223389;0.10190000000020444;54500
65.14285714285714;183.0;14.0;52.73499399674503;0.1179656189084053;34.36049536132813;33.9391272315979;0.10100000000020631;55000
103.25;137.0;67.0;29.448047473474364;0.11867767006158829;35.284166095733646;34.857147956848145;0.10010000000020819;55500
54.9;188.0;11.0;51.6148234521828;0.11694378796219826;35.43237128067017;35.00937275314331;0.09920000000021006;56000
107.8;232.0;37.0;84.29329747969288;0.11673771198093891;35.724978622436524;35.300933181762694;0.09830000000021194;56500
238.0;362.0;114.0;124.0;0.11645693285763263;36.08342514419556;35.659096031188966;0.09740000000021382;57000
67.42857142857143;118.0;39.0;29.769865601967098;0.11532716339826583;36.74102907180786;36.31738042068481;0.09650000000021569;57500
62.0;227.0;12.0;63.96353127629316;0.11539001448452472;37.0004814453125;36.57536351776123;0.09560000000021757;58000
65.5;110.0;16.0;28.6705423736629;0.11404982779920102;37.41285766220093;36.98910273361206;0.09470000000021944;58500
61.625;111.0;28.0;32.92391797766481;0.11223901960253715;37.6636067276001;37.24515151977539;0.09380000000022132;59000
78.0;153.0;26.0;48.634692692905276;0.11328066186606885;37.98431005096435;37.561470848083495;0.09290000000022319;59500
65.14285714285714;139.0;12.0;46.81095284356481;0.11069585521519185;38.35465577697754;37.93661964797974;0.09200000000022507;60000
85.83333333333333;197.0;22.0;66.85660442735299;0.11009276689589023;38.83286689758301;38.41496570587158;0.09110000000022694;60500
59.333333333333336;131.0;17.0;38.12552367582058;0.109494669303298;39.24144829177857;38.82497012329102;0.09020000000022882;61000
223.0;327.0;37.0;131.82817099037166;0.11000419452786446;39.59177652740478;39.17361940383911;0.0893000000002307;61500
89.66666666666667;236.0;21.0;73.81433164064791;0.10906756490468979;40.25450615310669;39.83601552200317;0.08840000000023257;62000
69.71428571428571;227.0;15.0;68.90099374301876;0.10968617261946201;40.01867486953736;39.60108644104004;0.08750000000023445;62500
105.2;205.0;17.0;65.32809502809646;0.10844941522181034;40.309085105895996;39.89295487213135;0.08660000000023632;63000
34.142857142857146;111.0;11.0;25.656681510328823;0.10911325964331627;41.13325116729737;40.71311267089844;0.0857000000002382;63500
49.3;155.0;14.0;41.36677410676351;0.10682431918382644;41.31373307037354;40.89702883148193;0.08480000000024007;64000
77.0;184.0;30.0;53.14400920410234;0.10585571360588074;41.86458386993408;41.44996015930176;0.08390000000024195;64500
91.2;253.0;35.0;82.87436274264799;0.10567914132773876;42.33028160095215;41.913905158996585;0.08300000000024382;65000
45.18181818181818;115.0;15.0;27.017900402302917;0.10517642451822758;42.45136212158203;42.03713371276856;0.0821000000002457;65500
50.6;101.0;16.0;25.554647326856227;0.10520067524909973;42.6625952835083;42.245989768981936;0.08120000000024757;66000
69.14285714285714;200.0;11.0;57.74928217594341;0.10341878594458104;43.02842417144775;42.61533056640625;0.08030000000024945;66500
47.90909090909091;94.0;21.0;23.157384628016985;0.10336981408298015;43.15939599609375;42.74693412780762;0.07940000000025133;67000
62.857142857142854;132.0;20.0;35.66682560839403;0.10149045592546463;43.60789205932617;43.19940810394287;0.0785000000002532;67500
62.55555555555556;216.0;14.0;58.52465978089182;0.10073177133500576;43.8435511932373;43.436337814331054;0.07760000000025508;68000
73.28571428571429;195.0;17.0;54.98497011707391;0.10066641879081727;44.36706701660156;43.96054830932617;0.07670000000025695;68500
